Pv_tag,Tag,T1,T2,X,Y,Family,Species,DBH0,DBH1,F2,Plot,SpecimenID,*Accession Numbers,*Barcodes,CollectorString,CollectionNumber,*FullName,UpperName,LowerName,Locality,ElevationDisplay,*Coordinate Display,LatitudeDecimal,LongitudeDecimal,Date Display,*Institutions,DeterminationYear,DeterminationBy,Description,plot.genus,spec.genus
3225,329,15,J,53.1,91.55,Lauraceae,Aniba canelilla,235,235,1,TAM_05,56202,3425466,MO-250270,Alwyn H. Gentry & Percy Núñez V.,54176,Aniba canelilla (Kunth) Mez,Madre de Dios,Tambopata,"T. Camp, junction of Ríos La Torre and Tambopata. Terra Firme Tree Plot.",260 m,12°50'S 069°17'W,-12.83333,-69.28333,518400000,MO,1987,"H. van der Werff,","Tree # 3225, fruits green, cupule red.",Aniba,Aniba
3338,337,15,O,45.3,96,Fabaceae,Cedrelinga cateniformis,1099,1099,1,TAM_05,97328,"3277117, 3585943 & 3439292","MO-1196893, MO-1196895 & MO-1199044","Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46087,Cedrelinga cateniformis (Ducke) Ducke,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.8166667,-69.3,446428800,MO,1989,"A. Gentry,","Tree # 3338, fruits brown, mostly fallen.",Cedrelinga,Cedrelinga
3339,338,15,O,45,96.6,Sabiaceae,Meliosma herbertii,358,358,1,TAM_05,174192,3408120,MO-1460065,Alwyn H. Gentry & Percy Núñez V.,54175,Meliosma herbertii Rolfe,Madre de Dios,Tambopata,"T. Camp, junction of Ríos La Torre and Tambopata. Terra Firme Tree Plot.",260 m,12°50'S 069°17'W,-12.8333333,-69.2833333,518400000,MO,2011,Eliana Ramos,"Tree # 3339, buds and fruits green.",Meliosma,Meliosma
3415,347,16,T,35.9,93.7,Moraceae,Pseudolmedia macrophylla,255,255,1,TAM_05,704265,3292766,MO-1519984,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46092,Pseudolmedia macrophylla Trécul,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3415, sterile.",Pseudolmedia,Pseudolmedia
3489,355,16,T,28.2,93.9,Chrysobalanaceae,Licania heteromorpha,122,122,1,TAM_05,299005,3277088,MO-1510178,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46225,Licania heteromorpha Benth.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446601600,MO,NA,NA,"Tree # 3489, sterile.",Licania,Licania
3383,404,18,R,33.1,40.8,Lauraceae,Licaria cannella,199,199,1,TAM_05,50190,3293557,MO-1527393,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46173,Licaria cannella (Meisn.) Kosterm.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,NA,NA,"Tree # 3383, sterile.",Licaria,Licaria
3378,401,19,Q,33.6,36,Chrysobalanaceae,Licania canescens,344,344,1,TAM_05,70858,3293026,MO-1510175,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46170,Licania canescens Benoist,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"G.T. Prance,","Tree # 3378, sterile.",Licania,Licania
3443,409,19,Q,31,32.45,Moraceae,Brosimum guianense,151,151,1,TAM_05,704722,3277059,MO-1409621,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46230,Brosimum guianense (Aubl.) Huber,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446601600,MO,1987,"Al Gentry,","Tree # 3443, sterile.",Brosimum,Brosimum
3367,416,19,Q,37.25,24,Calophyllaceae,Calophyllum brasiliense,356,356,1,TAM_05,203196,3293020,MO-1583956,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46079,Calophyllum brasiliense Cambess.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.8166667,-69.3,446428800,MO,2011,D. Vela Diaz,"Tree # 3367, sterile.",Calophyllum,Calophyllum
3449,495,19,Q,20.25,36.9,Olacaceae,Minquartia guianensis,426,426,1,TAM_05,729064,3292676,MO-494106,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46167,Minquartia guianensis Aubl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"Al Gentry (MO),",Tree # 3449.,Minquartia,Minquartia
3019,28.1,2,NA,95.37,33.1,Nyctaginaceae,Neea macrophylla,98,98,1,TAM_05,739483,3290522,MO-2062103,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45955,Neea floribunda Poepp. & Endl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1990,"C. Reynel,","Tree # 3019, old inflorescence.",Neea,Neea
3069,36,2,B,85.3,28.7,Burseraceae,Tetragastris panamensis,146,146,1,TAM_05,122824,3290517,MO-1120022,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45950,Tetragastris panamensis (Engl.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3069, sterile, aromatic, white latex.",Tetragastris,Tetragastris
3070,37,2,B,86.2,28.2,Chrysobalanaceae,Licania heteromorpha,426,426,1,TAM_05,111750,3290516,MO-1510169,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45949,Licania heteromorpha Benth.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3070, sterile.",Licania,Licania
3074,40,2,B,84.9,33.5,Chrysobalanaceae,Licania heteromorpha,189,189,1,TAM_05,70545,3290518,MO-1510170,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45951,Licania heteromorpha Benth.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1986,"A.H. Gentry,","Tree # 3074, sterile, dark red inner bark.",Licania,Licania
3357,431,20,P,33.75,10.2,Fabaceae,Enterolobium schomburgkii,614,614,1,TAM_05,97611,3277090,MO-1198252,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46124,Enterolobium Mart.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Emergent tree # 3357, fallen fruits black.",Enterolobium,Enterolobium
3354,432,20,P,35.7,8.5,Olacaceae,Heisteria acuminata,124,124,1,TAM_05,729009,3277062,MO-494105,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46120,Heisteria spruceana Engl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,1996,"Ronald Liesner (MO),","Tree # 3354, sterile.",Heisteria,Heisteria
3347,434,20,P,38.45,5.4,Elaeocarpaceae,Sloanea terniflora,163,163,1,TAM_05,180409,3293110,MO-1447478,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46113,Sloanea L.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Tree # 3347, sterile.",Sloanea,Sloanea
3349,438,20,P,32.9,5.85,Myristicaceae,Iryanthera laevis,200,200,1,TAM_05,760556,3293107,MO-1565200,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46114,Iryanthera laevis Markgr.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,1986,"W.A. Rodriguez (INPA),","Tree # 3349, sterile, finely ridged bark.",Iryanthera,Iryanthera
3563,448,21,U,2,7,Burseraceae,Trattinnickia peruviana,194,194,1,TAM_05,122986,3293015,MO-1114702,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46150,Trattinnickia cf. aspera (Standl.) Swart,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1991,"C. Reynel,","Tree # 3563, sterile, not aromatic, hairier than T. aspera.",Trattinnickia,Trattinnickia
3560,449,21,U,7.5,3.8,Burseraceae,Tetragastris panamensis,254,254,1,TAM_05,122979,3293016,MO-1120025,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46149,Tetragastris panamensis (Engl.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"D. Daly,","Tree # 3560, sterile, not obviously aromatic.",Tetragastris,Tetragastris
3504,463,21,U,14.45,19.3,Lauraceae,Ocotea bofo,212,212,1,TAM_05,52836,3293556,MO-444830,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46179,Ocotea bofo Kunth,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W - 12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1990,"C. Reynel,","Tree # 3504, sterile.",Ocotea,Ocotea
3574,473,21,U,5.1,17.8,Fabaceae,Peltogyne floribunda,135,135,1,TAM_05,97939,3277106,MO-1782618,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46156,Peltogyne floribunda (Kunth) Pittier,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"Alwyn Gentry,","Tree # 3574, sterile.",Peltogyne,Peltogyne
3507,468,22,V,12.6,26.1,Moraceae,Pseudolmedia laevis,215,215,1,TAM_05,704511,3276832,MO-1571539,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46164,Pseudolmedia laevis (Ruiz & Pav.) J.F. Macbr.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3507, sterile.",Pseudolmedia,Pseudolmedia
3576,477,22,V,6.7,21.6,Moraceae,Clarisia racemosa,284,284,1,TAM_05,424802,3277101,MO-1408741,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46161,Clarisia racemosa Ruiz & Pav.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"A. Gentry,","Tree # 3576, sterile, white latex.",Clarisia,Clarisia
3520,509,23,W,10.85,43.65,Malvaceae,Sterculia tessmannii,143,143,1,TAM_05,193636,3285211,MO-1483362,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46182,Sterculia tessmannii Mildbr.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1993,"A. Graff (MO),","Tree # 3520, sterile.",Sterculia,Sterculia
3593,529,23,W,5.6,57.8,Lauraceae,Nectandra viburnoides,349,349,1,TAM_05,56218,3530047,MO-217720,Alwyn H. Gentry & Percy Núñez V.,54181,Nectandra Rol. ex Rottb.,Madre de Dios,Tambopata,"T. Camp, junction of Ríos La Torre and Tambopata. Terra Firme Tree Plot.",260 m,12°50'S 069°17'W,-12.83333,-69.28333,518400000,MO,2003,"H. van der Werff (MO),","Tree # 3593, sterile, rough flaking bark.",Nectandra,Nectandra
3589,533,23,W,1.5,49.2,Melastomataceae,Mouriri nigra,181,181,1,TAM_05,325526,3276835,MO-1862885,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46183,Mouriri apiranga Spruce ex Triana,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1993,"A. Graff (MO),","Tree # 3589, sterile.",Mouriri,Mouriri
3592,535,23,W,1.5,57.2,Moraceae,Pseudolmedia macrophylla,267,267,1,TAM_05,704604,3276838,MO-1519983,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46190,Pseudolmedia macrophylla Trécul,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3592, sterile.",Pseudolmedia,Pseudolmedia
3596,536,23,W,2.6,60,Moraceae,Brosimum lactescens,197,197,1,TAM_05,704578,3276836,MO-1492318,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46188,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3596, sterile.",Brosimum,Brosimum
3600,545,24,X,7.2,67,Elaeocarpaceae,Sloanea terniflora,134,134,1,TAM_05,180451,3293035,MO-1447106,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46186,Sloanea L.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,NA,NA,"Tree # 3600, sterile.",Sloanea,Sloanea
3601,546,24,X,7.15,67.1,Elaeocarpaceae,Sloanea indet,283,283,1,TAM_05,180465,3293037,MO-1817829,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46192,Sloanea pubescens Benth.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,NA,Al Gentry,"Tree # 3601, sterile, appressed against 46186.",Sloanea,Sloanea
3530,549,24,NA,12.3,63.9,Lecythidaceae,Eschweilera coriacea,126,126,1,TAM_05,298969,3276837,MO-1632923,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46189,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"S. Mori (NY),","Tree # 3530, sterile.",Eschweilera,Eschweilera
3532,554,24,X,18.4,70.4,Moraceae,Brosimum lactescens,453,453,1,TAM_05,704616,3276839,MO-1414564,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46193,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3532, sterile.",Brosimum,Brosimum
3540,565,24,X,14.5,78.65,Chrysobalanaceae,Licania octandra,258,258,1,TAM_05,70905,3277055,MO-1510177,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46213,Licania octandra subsp. pallida (Hook. f.) Prance,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446601600,MO,NA,G.T. Prance,"Tree # 3540, sterile.",Licania,Licania
3082,46,3,C,88,41.9,Moraceae,Pseudolmedia laevis,173,173,1,TAM_05,712705,3290515,MO-1595183,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45948,Pseudolmedia Trécul,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3082, sterile.",Pseudolmedia,Pseudolmedia
3024,53,3,A,93.1,42.2,Lauraceae,Mezilaurus subcordata,145,145,1,TAM_05,47678,3290519,MO-201189,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45952,Mezilaurus subcordata (Ducke) Kosterm.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1987,"H. van der Werff,","Tree # 3024, sterile, no latex.",Mezilaurus,Mezilaurus
3026,55,3,A,97.7,46.5,Moraceae,Helicostylis tomentosa,405,405,1,TAM_05,714884,3288920,MO-1493435,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45960,Helicostylis cf. tomentosa (Poepp. & Endl.) Rusby,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1986,"C.C. Berg (ARBOHA),","Tree # 3026, sterile, latex.",Helicostylis,Helicostylis
3027,56,3,C,95.7,46.2,Burseraceae,Tetragastris panamensis,169,169,1,TAM_05,122845,3288912,MO-1120024,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45963,Tetragastris panamensis (Engl.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1986,"D. Daly,","Tree # 3027, sterile.",Tetragastris,Tetragastris
3084,63,3,C,85.6,43.4,Rubiaceae,Amaioua guianensis,138,138,1,TAM_05,509650,3293056,MO-1562215,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46018,Amaioua guianensis Aubl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1995,"C. M. Taylor (MO),","Tree # 3084, sterile.",Amaioua,Amaioua
3089,66,3,C,85.1,49.85,Salicaceae,Casearia javitensis,193,193,1,TAM_05,259084,3293066,MO-1543010,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46021,Casearia javitensis Kunth,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3089, sterile.",Casearia,Casearia
3093,69,3,C,84.8,58.3,Lauraceae,Ocotea bofo,438,438,1,TAM_05,47890,3293042,MO-175434,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46011,Ocotea rhodophylla Vicent.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,2000,"Alberto Vicentini (MO),","Tree # 3093, single fruit green.",Ocotea,Ocotea
3036,72,4,D,88.5,68.9,Lecythidaceae,Eschweilera coriacea,261,261,1,TAM_05,300698,NA,NA,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45966,Eschweilera Mart. ex DC.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3036, sterile.",Eschweilera,Eschweilera
3039,74,4,D,94.1,67.5,Moraceae,Pseudolmedia laevis,546,546,1,TAM_05,712781,3288915,MO-1493786,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45967,Pseudolmedia Trécul,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3039, sterile.",Pseudolmedia,Pseudolmedia
3035,78,4,D,97.6,60.7,Chrysobalanaceae,Licania octandra,167,167,1,TAM_05,70586,3288916,MO-1510171,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45965,Licania octandra (Hoffmanns. ex Roem. & Schult.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1993,"A. Graff (MO),","Tree # 3035, sterile.",Licania,Licania
3040,80,4,D,95.1,68.5,Linaceae,Hebepetalum humiriifolium,149,149,1,TAM_05,114543,3288914,MO-1062688,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45968,Hebepetalum humiriifolium (Planch.) Benth.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1993,"P.E. Berry & B.K. Holst (MO),","Tree # 3040, sterile, whitish lenticel- lated bark.",Hebepetalum,Hebepetalum
3043,83,4,E,92.6,77.25,Lecythidaceae,Eschweilera coriacea,307,307,1,TAM_05,300719,3290834,MO-1649004,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45971,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,S. Mori (NY),"Tree # 3043, fallen fruits.",Eschweilera,Eschweilera
3633,100,5,E,91.75,90.3,Calophyllaceae,Calophyllum brasiliense,465,465,1,TAM_05,207686,3290838,MO-1583957,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45974,Calophyllum brasiliense Cambess.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.8166667,-69.3,446256000,MO,2011,D.Vela Diaz (MO),"Tree # 3633, sterile, pale yellowish latex.",Calophyllum,Calophyllum
3052,110,5,E,87.6,98.5,Euphorbiaceae,Alchornea triplinervia,553,553,1,TAM_05,149248,3290842,MO-1279564,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45979,Alchornea Sw.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3052, sterile.",Alchornea,Alchornea
3111,112,5,E,82.45,91.4,Myristicaceae,Iryanthera juruensis,143,143,1,TAM_05,759756,3290535,MO-1599484,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45999,Iryanthera (A. DC.) Warb.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3111, smooth red bark, cauliforous, sterile.",Iryanthera,Iryanthera
3108,133,5,E,80.5,87.65,Lecythidaceae,Eschweilera coriacea,246,246,1,TAM_05,300792,3293047,MO-1632922,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46006,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1986,"Al Gentry (MO),","Tree # 3108, sterile.",Eschweilera,Eschweilera
3626,97,5,NA,93.45,84.9,Elaeocarpaceae,Sloanea fragrans,126,126,1,TAM_05,180138,3290835,MO-1460853,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45973,Sloanea L.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3626, sterile.",Sloanea,Sloanea
3215,125,6,J,70.25,89.3,Euphorbiaceae,Hevea guianensis,170,170,1,TAM_05,149394,3293067,MO-1373783,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46023,Hevea guianensis Aubl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,1986,"Al Gentry (MO),","Tree # 3215, sterile, white latex.",Hevea,Hevea
3112,131,6,J,78,90.95,Euphorbiaceae,Conceveiba guianensis,118,118,1,TAM_05,180187,3293039,MO-1267624,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46025,Conceveiba guianensis Aubl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3112, sterile.",Conceveiba,Conceveiba
3169,149,7,I,74.15,63.7,Linaceae,Hebepetalum humiriifolium,267,267,1,TAM_05,114524,3276828,MO-1062667,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46052,Hebepetalum humiriifolium (Planch.) Benth.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1993,"P.E. Berry & B.K. Holst (MO),","Tree # 3169, single fruit green.",Hebepetalum,Hebepetalum
3194,299,7,I,62.15,67.5,Nyctaginaceae,Neea altissima,249,249,1,TAM_05,739491,3276827,MO-2062156,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46055,Neea floribunda Poepp. & Endl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1991,"C. Reynel,","Tree # 3194, sterile.",Neea,Neea
3196,300,7,I,67,68.8,Moraceae,Pseudolmedia laevigata,448,448,1,TAM_05,704182,3276825,MO-1493790,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46067,Pseudolmedia laevigata Trécul,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1986,"C.C. Berg (ARBOHA),",Tree # 3196.,Pseudolmedia,Pseudolmedia
