Pv_tag,Tag,T1,T2,X,Y,Family,Species,DBH0,DBH1,F2,Plot,SpecimenID,*Accession Numbers,*Barcodes,CollectorString,CollectionNumber,*FullName,UpperName,LowerName,Locality,ElevationDisplay,*Coordinate Display,LatitudeDecimal,LongitudeDecimal,Date Display,*Institutions,DeterminationYear,DeterminationBy,Description,plot.genus,spec.genus
3198,304,7,I,67.45,72.95,Calophyllaceae,Caraipa myrcioides,167,167,1,TAM_05,203161,3276826,MO-1577776,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46063,Caraipa densifolia Mart.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1989,"A. Gentry,",Tree # 3198.,Caraipa,Caraipa
3159,164,8,H,68.45,45.6,Burseraceae,Tetragastris panamensis,191,191,1,TAM_05,122937,3285213,MO-1112999,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46048,Tetragastris panamensis (Engl.) Kuntze,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1986,"A. Gentry,","Tree # 3159, sterile, non-aromatic.",Tetragastris,Tetragastris
3164,266,8,H,64.4,47.1,Lecythidaceae,Eschweilera coriacea,153,153,1,TAM_05,300831,3276830,MO-1632920,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46049,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1986,"S. Mori (NY),","Tree # 3164, sterile.",Eschweilera,Eschweilera
3145,169,9,G,70.7,33.7,Caryocaraceae,Anthodiscus peruanus,672,672,1,TAM_05,197793,3285205,MO-1478819,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46042,Anthodiscus G. Mey.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,NA,NA,"Tree # 3145, fallen fruits green.",Anthodiscus,Anthodiscus
3142,174,9,G,78,31.6,Annonaceae,Unonopsis matthewsii,335,335,1,TAM_05,757799,3290521,MO-2029482,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45954,Unonopsis R.E. Fr.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,2006,"P. Maas & L. Westra (U),","Tree # 3142, sterile.",Unonopsis,Unonopsis
3141,176,9,G,73,30,Moraceae,Clarisia racemosa,584,584,1,TAM_05,407744,3294028,MO-1492473,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46039,Clarisia racemosa Ruiz & Pav.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,2009,"William Milliken (K),","Tree # 3141, few buds green.",Clarisia,Clarisia
3129,181,9,B,80,24.2,Malvaceae,Theobroma speciosum,127,127,1,TAM_05,192717,3294029,MO-1100459,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46036,Theobroma speciosum Willd. ex Spreng.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,2005,"Nisao Ogata (UCR),","Tree # 3129, cauliflorous, old fruits brown.",Theobroma,Theobroma
6070,10,1,1,86.5,10,Lauraceae,Aiouea grandifolia,163,163,1,TAM_07,54038,3309121,MO-257786,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51097,Aiouea grandifolia van der Werff,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1991,"H. v.d. Werff,","Tree #6070, 12 cm dbh, sterile.",Aiouea,Aiouea
6006,19,1,1,98,20,Annonaceae,Guatteria elata,422,422,1,TAM_07,750326,3309117,MO-1977967,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51101,Guatteria Ruiz & Pav.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,NA,A. Gentry,"Tree #6006, 17 cm dbh, sterile.",Guatteria,Guatteria
6068,8,1,1,83,8,Fabaceae,Cedrelinga cateniformis,762,762,1,TAM_07,102296,3309130,MO-1196896,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51095,Cedrelinga cateniformis (Ducke) Ducke,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,NA,NA,"Tree #6068, 36cm dbh, sterile.",Cedrelinga,Cedrelinga
6133,208,10,3,77,13,Siparunaceae,Siparuna decipiens,113,113,1,TAM_07,45607,3302866,MO-841435,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51211,Siparuna decipiens (Tul.) A. DC.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1986,"A.H. Gentry,","Tree # 6133, 11 cm dbh; buds cauliflorus, on different plant.",Siparuna,Siparuna
6202,213,10,3,61,17,Malvaceae,Matisia ochrocalyx,105,105,1,TAM_07,190448,3302891,MO-1442248,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51275,Matisia ochrocalyx K. Schum.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1987,"W. Alverson,","Tree #6202, 10 cm dbh, single old flower.",Matisia,Matisia
6131,216,10,3,67,10,Nyctaginaceae,Neea divaricata,286,286,1,TAM_07,738624,NA,NA,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51204,Neea cf. oppositifolia Ruiz & Pav.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1991,"C. Reynel,","Tree #6131, 15 cm dbh, sterile.",Neea,Neea
6125,219,10,3,79,2.5,Myristicaceae,Iryanthera laevis,166,166,1,TAM_07,761811,3302869,MO-1565127,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51208,Iryanthera laevis Markgr.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1986,"A.H. Gentry,","Tree #6125, 70 cm dbh, sterile.",Iryanthera,Iryanthera
6250,231,11,5,55,12,Chrysobalanaceae,Licania heteromorpha,267,267,1,TAM_07,69333,3311252,MO-1510084,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51260,Licania heteromorpha Benth.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,NA,"Tree #6250, 20 cm dbh, dark red inner bark.",Licania,Licania
6297,237,11,5,50,9,Fabaceae,Tachigali polyphylla,406,406,1,TAM_07,104226,3302887,MO-1794938,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51279,Tachigali alba Ducke,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,2017,"I. Huamantupa (CUZ, RB),","Tree #6297, 12 cm dbh, sterile.",Tachigali,Tachigali
6253,245,11,5,52.5,17.5,Sapotaceae,Micropholis guyanensis,207,207,1,TAM_07,408211,3311253,MO-1966613,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51259,Micropholis guyanensis (A. DC.) Pierre,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,NA,"Tree #6253, 16 cm dbh, sterile.",Micropholis,Micropholis
6207,251,12,3,59,32,Violaceae,Leonia glycycarpa,273,273,1,TAM_07,254607,3321538 & 3302892,MO-1591766 & MO-1591769,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51274,Leonia glycycarpa Ruiz & Pav. var. glycycarpa,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1995,"W.H.A. Hekking (U),","Tree #6207, 25 cm dbh; fruit greenish, all near branch tips.",Leonia,Leonia
6209,253,12,3,58,35,Lythraceae,Physocalymma scaberrimum,486,486,1,TAM_07,297567,3302893,MO-1639519,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51273,Physocalymma scaberrimum Pohl,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1986,"A.H. Gentry,","Tree #6209, 51 cm dbh, sterile.",Physocalymma,Physocalymma
6305,264,12,5,49.5,30.5,Lauraceae,Ocotea bofo,584,584,1,TAM_07,54474,3311255,MO-444803,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51257,Ocotea bofo Kunth,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W - 12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1990,"C. Reynel,","Tree #6305, 47 cm dbh, bark pale with raised lenticels.",Ocotea,Ocotea
6307,267,12,5,51.5,30.5,Rubiaceae,Amaioua guianensis,160,160,1,TAM_07,522539,3311248 & 53033364,MO-1561101 & MO-1562262,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51265,Amaioua guianensis Aubl.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.8166667,-69.7166667,491011200,MO,2013,"C.M. Taylor,","Tree #6307, 14 cm dbh, sterile.",Amaioua,Amaioua
6372,294,13,7,40.5,59.5,Fabaceae,Inga bracteosa,259,259,1,TAM_07,109478,3305548,MO-2050095,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51332,Inga cf. bracteosa Benth.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1988,"R. Gereau,","Tree #6372, 12 cm dbh, sterile.",Inga,Inga
6274,282,14,6,58.5,60,Annonaceae,Unonopsis matthewsii,182,182,1,TAM_07,750340,3311264,MO-1977973,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51247,Unonopsis R.E. Fr.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,A. Gentry,"Tree #6274, 12 cm dbh, strong bark, sterile.",Unonopsis,Unonopsis
6275,283,14,6,59,62,Malpighiaceae,Byrsonima indet,708,708,1,TAM_07,131765,3302897,MO-2024618,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51239,Byrsonima Rich. ex Kunth,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,NA,"Tree #6275, 47 cm dbh, smooth bark, emergent 40+ m tall.",Byrsonima,Byrsonima
6277,285,14,6,56,61.5,Elaeocarpaceae,Sloanea terniflora,123,123,1,TAM_07,179200,3311266,MO-1447126,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51245,Sloanea terniflora (DC.) Standl.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1986,"A.H. Gentry,","Tree #6277, 11 cm dbh, sterile.",Sloanea,Sloanea
6280,304,14,6,58,63,Lecythidaceae,Eschweilera coriacea,286,286,1,TAM_07,299699,3302895,MO-1632913,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51241,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1986,"S. Mori,","Tree #6280, 20 cm dbh, sterile.",Eschweilera,Eschweilera
6392,328,15,8,41,78,Ochnaceae,Quiina florida,181,181,1,TAM_07,199281,3302903,MO-1477743,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51233,Quiina florida Tul.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1986,"A.H. Gentry,","Tree #6392, 13 cm dbh, sterile.",Quiina,Quiina
6336,336,15,6,47,90,Myristicaceae,Virola multinervia,116,116,1,TAM_07,761927,3302900,MO-2658487,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51236,Virola multinervia Ducke,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1987,"W.A. Rodrigues (QCNE),","Tree #6336, 11 cm dbh, sterile.",Virola,Virola
6293,340,15,6,58,86,Moraceae,Brosimum rubescens,304,304,1,TAM_07,707685,3302898,MO-1514107,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51238,Brosimum rubescens Taub.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,1987,"C.C. Berg (ARBOHA),","Tree #6293, 22 cm dbh; pure white latex.",Brosimum,Brosimum
6394,329,16,8,38,80,Sapotaceae,Pouteria torta,188,188,1,TAM_07,407732,3311270,MO-1991984,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51321,Pouteria torta (Mart.) Radlk. subsp. torta,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1989,"A. Gentry,","Tree #6394, 15 cm dbh, leafless, sterile; white latex, fallen leaves.",Pouteria,Pouteria
6403,358,16,8,38,95,Metteniusaceae,Dendrobangia boliviana,274,274,1,TAM_07,166515,3305550,MO-1395703,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51330,Dendrobangia boliviana Rusby,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1986,"A.H. Gentry,","Tree #6403, 26 cm dbh, sterile.",Dendrobangia,Dendrobangia
6522,372,16,10,22,96,Sapotaceae,Pouteria torta,215,215,1,TAM_07,407752,3305549,MO-1991977,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51331,Pouteria torta (Mart.) Radlk.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1989,"A. Gentry,","Tree # 6522, 21 cm dbh, sterile.",Pouteria,Pouteria
6444,377,16,8,21,80,Annonaceae,Oxandra xylopioides,208,208,1,TAM_07,757812,3305537,MO-1977965,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51343,Oxandra major R.E. Fr.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,1994,"D.M. Johnson (OWU),","Tree #6444, 17 cm dbh, sterile.",Oxandra,Oxandra
6387,390,17,8,37,70,Lecythidaceae,Eschweilera coriacea,227,227,1,TAM_07,299934,3311273,MO-1633764,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51318,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1986,"S. Mori,","Tree #6387, 18 cm dbh, sterile.",Eschweilera,Eschweilera
6384,393,17,8,38,66,Clusiaceae,Symphonia globulifera,340,340,1,TAM_07,205172,3311277 & 3321537,MO-1581639 & MO-1594216,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51314,Symphonia globulifera L. f. subsp. globulifera,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,2002,"Kobinah Abdul-Salim (GH),","Tree #6384; flowers red; stilt roots; yellow latex, 26 cm dbh.",Symphonia,Symphonia
6508,397,17,10,22,72.5,Myristicaceae,Virola sebifera,386,386,1,TAM_07,762253,3305535,MO-1528307,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51345,Virola sebifera Aubl.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,NA,NA,"Tree #6508, 37 cm dbh; flowers tan.",Virola,Virola
6435,407,18,7,26,60,Nyctaginaceae,Neea divaricata,192,192,1,TAM_07,738816,3305546,MO-2062239,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51334,Neea cf. oppositifolia Ruiz & Pav.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,1991,"C. Reynel,","Tree #6435, 13 cm dbh, sterile.",Neea,Neea
6370,413,18,7,NA,NA,Moraceae,Pseudolmedia macrophylla,219,219,1,TAM_07,708075,3311281,MO-1572006,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51310,Pseudolmedia macrophylla Trécul,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1987,"C.C. Berg (ARBOHA),","Tree #6370, 18 cm dbh, sterile.",Pseudolmedia,Pseudolmedia
6422,443,19,7,28,41,Sapotaceae,Pouteria caimito,247,247,1,TAM_07,407692,3311288,MO-1965727,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51303,Pouteria caimito (Ruiz & Pav.) Radlk.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1989,"A. Gentry,","Tree #6422, 15 cm dbh, fibrous bark.",Pouteria,Pouteria
6415,450,19,7,23,25,Malvaceae,Matisia ochrocalyx,168,168,1,TAM_07,190462,3311298,MO-1442251,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51290,Matisia ochrocalyx K. Schum.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1987,"W. Alverson,","Tree #6415, 13 cm dbh, sterile.",Matisia,Matisia
6413,455,19,7,24,27,Annonaceae,Duguetia odorata,298,298,1,TAM_07,757634,3311290,MO-1977968,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51299,Duguetia lucida Urb.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,2008,"P.J.M. & H. Maas (WAG),","Tree #6413, 21 cm dbh; vertically ridged bark, sterile.",Duguetia,Duguetia
6012,20,2,1,99,25,Moraceae,Brosimum indet,185,185,1,TAM_07,710078,3309113,MO-1491148,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51106,Brosimum acutifolium subsp. obovatum (Ducke) C.C. Berg,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1991,"C.C. Berg,","Tree #6012, 17 cm dbh, sterile.",Brosimum,Brosimum
6010,23,2,1,93,23,Fabaceae,Dialium guianense,179,179,1,TAM_07,102267,3309125,MO-1783697,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51090,Dialium guianense (Aubl.) Sandwith,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1986,"A.H. Gentry,","Tree #6010, 15 cm dbh.",Dialium,Dialium
6005,27,2,1,90,20,Myristicaceae,Iryanthera juruensis,146,146,1,TAM_07,761542,3309115,MO-1599564,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51103,Iryanthera juruensis Warb.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1987,"W.A. Rodrigues (QCNE),","Tree #6005, 12 cm dbh; fruits green, cauliflorous.",Iryanthera,Iryanthera
6080,32,2,1,85,25,Myristicaceae,Iryanthera laevis,246,246,1,TAM_07,761517,3309120,MO-1565124,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51098,Iryanthera laevis Markgr.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1987,"W.A. Rodrigues (QCNE),","Tree #6080, 22 cm dbh; flowers whitish.",Iryanthera,Iryanthera
6015,37,2,1,90,25,Burseraceae,Tetragastris panamensis,207,207,1,TAM_07,122503,3309112,MO-1114744,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51107,Tetragastris cf. altissima (Aubl.) Swart,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,1986,"D. Daly (NY),","Tree #6015, sterile,faint odor; white latex, 14 cm dbh.",Tetragastris,Tetragastris
6341,477,20,7,31,3,Caryocaraceae,Anthodiscus klugii,554,554,1,TAM_07,197908,3311302,MO-1478789,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51286,Anthodiscus klugii Standl. ex Prance,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1986,"G.T. Prance (NY),","Tree #6341, 29 cm dbh, sterile.",Anthodiscus,Anthodiscus
6406,480,20,7,27,7,Lauraceae,Mezilaurus indet,149,149,1,TAM_07,174005,3311300,MO-1921246,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51288,Mezilaurus Kuntze ex Taub.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,NA,Al Gentry,"Tree #6406, 16 cm dbh, sterile.",Mezilaurus,Mezilaurus
6481,521,22,9,10,30,Siparunaceae,Siparuna decipiens,133,133,1,TAM_07,45776,3300664,MO-841438,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51370,Siparuna decipiens (Tul.) A. DC.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,1986,"A.H. Gentry,","Tree #6481, 11 cm dbh, sterile.",Siparuna,Siparuna
6485,527,23,9,18,42,Lecythidaceae,Eschweilera coriacea,103,103,1,TAM_07,299951,3305545,MO-1633763,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51335,Eschweilera coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,1986,"S. Mori,","Tree #6485, 11 cm dbh, large and small leaves.",Eschweilera,Eschweilera
6548,539,23,9,1,42,Euphorbiaceae,Alchornea iricurana,309,309,1,TAM_07,144759,3300678,MO-1266091,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51356,Alchornea glandulosa Poepp.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,1992,"Ronald L. Liesner (MO),","Tree #6548, 21 cm dbh; flowers greenish.",Alchornea,Alchornea
